No.,IUPAC_Name,SMILES,Td/K,doi
entry884,"1,1'-(4-methyl-1,3-phenylene)bis(2-nitrodiazene 1-oxide)",[N-]=[N+]=NC1=NC(N[N+]([O-])=O)=NC(N=[N+]=[N-])=N1,426.55,10.1016/j.tca.2015.01.026
entry885,"1,1'-(2,2-dinitropropane-1,3-diyl)bis(3,4,5-triiodo-1H-pyrazole)",C=CN(N=N1)N=C1N/N=N/C2=NN(C=C)N=N2,431.15,10.1016/j.cclet.2017.04.006
entry886,"1,1'-(2,2-dinitropropane-1,3-diyl)bis(2,4,5-triiodo-1H-imidazole)",O=[N+](C1=CC([N+]([O-])=O)=CC2=C1[N-]N3[N+]2=NC4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C43)[O-],664.85,10.1016/j.fpc.2021.02.006
entry887,"1,1'-(1,2,5-oxadiazole-3,4-diyl)diurea",O=C(N[N+]([O-])=O)NC1=NON=C1NC(N[N+]([O-])=O)=O,413.15, 10.1002/jhet.3109
entry888,"1,1'-(1,2,5-oxadiazole-3,4-diyl)bis(3-nitrourea)",O=[N+](C1=CNN=C1[N+]([O-])=O)[O-],558.15,10.1002/cplu.201800318
entry889,"1,1'-(1,2,4,5-tetrazine-3,6-diyl)bis(3-nitro-1H-1,2,4-triazol-5-amine)",CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2C,531.15,10.1002/zaac.201200188
entry890,"1,1'-(1,2,4,5-tetrazine-3,6-diyl)bis(3-azido-1H-1,2,4-triazol-5-amine)",[O-][N+]1=NC2=NC3=NON=C3NC2=N1,554.15,10.1002/chem.201303469
entry891,"1,1'-(1,2,4,5-tetrazine-3,6-diyl)bis(1H-1,2,4-triazole-3,5-diamine)",C1(C2=NN=C(C3=NNN=N3)N=N2)=NNN=N1,499.15,10.1002/zaac.201200363
entry892,"1,1'-(1,2,4,5-tetrazine-3,6-diyl)bis(1H-1,2,4-triazole-3,5-diamine)",NC1=NC([N+]([O-])=O)=NN1C2=NN=C(N3C(N)=NC([N+]([O-])=O)=N3)N=N2,554.75,10.1039/c7dt00935f
entry893,"1,1'-([3,3'-bi(1,2,5-oxadiazole)]-4,4'-diyl)diurea",NC(NC1=NON=C1/N=[N+]([O-])/C2=NON=C2NC(N)=O)=O,533.15, 10.1002/jhet.3109
entry894,"1,1'-((4-amino-4H-1,2,4-triazole-3,5-diyl)bis(methylene))bis(3,5-dinitro-1H-pyrazol-4-amine)",NN1C(CN2N=C([N+]([O-])=O)C3=C2[N+]([O-])=NN3)=NN=C1CN4N=C([N+]([O-])=O)C5=C4[N+]([O-])=NN5,581.15,10.1002/chem.201501612
entry895,"1-(tert-butyl)-4-(dinitromethylene)-1,3,5-triazinane",O=C(CN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)OCC,445.15,10.1002/chem.201301190
entry896,"1-(hydroxyamino)-2,2-dinitroethen-1-amine",NN1N=[N+]([O-])C=C1,483.15,10.1002/prep.201400224
entry897,"1-(6-amino-1,2,4,5-tetrazin-3-yl)-1H-1,2,4-triazole-3,5-diamine",[O-][N+]1=C(N)[N+]([O-])=NC(C2=NN=NN2)=N1,454.15,10.1002/chem.201405122
entry898,"1-(6-((3-amino-1H-1,2,4-triazol-5-yl)amino)-1,2,4,5-tetrazin-3-yl)-1H-1,2,4-triazole-3,5-diamine",NC1=NC([N+]([O-])=O)=NN1CN([N+]([O-])=O)C,497.15,10.1039/c6nj00202a
entry899,1-(5-nitro-1-(trinitromethyl)-1H-pyrazol-3-yl)-1H-tetrazole,O=[N+](C1=CN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1N2C=NN=N2)[O-],400.15,10.1002/asia.201800214
entry900,1-(4-nitrophenyl)-1H-tetrazole,CN([N+]([O-])=O)CN([N+]([O-])=O)C1=NON=C1[N+]([O-])=O,399.15,10.1002/zaac.201700037
entry901,"1-(4-nitro-1,2,5-oxadiazol-3-yl)urea",O=C(N[N+]([O-])=O)NC1=NON=C1[N+]([O-])=O,395.15, 10.1002/jhet.3109
entry902,1-(4-nitro-1-(trinitromethyl)-1H-pyrazol-3-yl)-1H-tetrazole,[NH2+]=C(N([N+]([O-])=O)CN([N+]([O-])=O)CN([N+]([O-])=O)C([N-][N+]([O-])=O)=[NH2+])[N-][N+]([O-])=O,447.15, 10.1002/zaac.200900560
entry903,"1-(4-methyl-3,5-dinitrophenyl)-2-nitrodiazene 1-oxide",IC1=NN2C(NC3=C([N+]([O-])=O)C(I)=NN3C2)=C1[N+]([O-])=O,596.15, 10.1021/acs.inorgchem.8b01600
entry904,"1-(4-methyl-1H-1,2,3-triazol-1-yl)-1H-tetrazol-5-amine",CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,438.15,10.1039/c6nj00202a
entry905,1-(3-nitrophenyl)-1H-tetrazole,CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NNC1=O,424.15,10.1039/c6nj00202a
entry906,"1-(3-nitro-1H-1,2,4-triazol-5-yl)-1H-tetrazol-5-amine",O=[N+](C1=C2C(N=NN2)=CC([N+]([O-])=O)=C1)[O-],564.15,10.1002/chem.201502812
entry907,"1-(3,5-dinitro-1H-pyrazol-4-yl)guanidine",O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],479.15,10.1039/d0nj01453b
entry908,"1-(3,5-dinitro-1H-pyrazol-4-yl)-3-nitroguanidine",CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1[N+]([O-])=O,438.15,10.1039/c6nj00202a
entry909,"1-(3-(4-amino-3,5-dinitro-1H-pyrazol-1-yl)propyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCCN2C([N+]([O-])=O)=C(C([N+]([O-])=O)=N2)[N+]([O-])=O,407.15,10.1039/c6ta02387h
entry910,"1-(3-(3,4,5-trinitro-1H-pyrazol-1-yl)propyl)-1H-tetrazol-5-amine",CN([N+]([O-])=O)CN1C=NN=N1,467, 10.1002/zaac.200900521
entry911,1-(2-azidophenyl)ethan-1-one,[N-]=[N+]=NCCN1N=NN/C1=N\[N+]([O-])=O,413.15,10.1002/chem.200802203
entry912,1-(2-azidoethyl)-1-methylhydrazine,IC1=NN(C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2)C(I)=C1I,472.15,10.1016/j.cej.2019.02.192
entry913,"1-(2,4-dinitrophenyl)-3-nitroguanidine",N=C(N[N+]([O-])=O)NC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,503.15,10.1080/07370652.2015.1107661 
entry914,"1-(2,4-dinitrophenyl)-3,4,5-triiodo-1H-pyrazole",CN([N+]([O-])=O)CN1C=C([N+]([O-])=O)N=C1[N+]([O-])=O,456.15,10.1039/c6nj00202a
entry915,"1-(2-(bis(2-(5-((2,2,2-trinitroethyl)amino)-1H-tetrazol-1-yl)ethyl)amino)ethyl)-N-(2,2,2-trinitroethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(N=N2)N=C2[N+]([O-])=O,507.15,10.1039/c6ta03536a
entry916,1-(2-(5-nitro-2H-tetrazol-2-yl)ethyl)-1H-tetrazol-5-amine,NC1=NN=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],439.15,10.1039/c7nj00327g
entry917,"1-(2-(5-azido-3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C(N)=N2)N=C2[N+]([O-])=O,550.15,10.1039/c6ta03536a
entry918,"1-(2-(5-amino-3-nitro-1H-1,2,4-triazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C(N)=C2[N+]([O-])=O)N=C2[N+]([O-])=O,512.15,10.1039/c6ta03536a
entry919,"1-(2-(5-amino-3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C([N+]([O-])=O)=C2N=[N+]=[N-])N=C2[N+]([O-])=O,432.15,10.1039/c6ta03536a
entry920,"1-(2-(4-azido-3,5-dinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC(C([N+]([O-])=O)=NN1CCN2N=NN=C2N)=C1[N+]([O-])=O,530.15,10.1039/c6ta02387h
entry921,"1-(2-(4-amino-3,5-dinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C=C2)N=C2[N+]([O-])=O,527.15,10.1039/c6ta03536a
entry922,1-(2-(3-nitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine,NC1=NN=NN1CCN(C=N2)N=C2[N+]([O-])=O,528.15,10.1039/c6ta03536a
entry923,"1-(2-(3-nitro-1H-1,2,4-triazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C(N=[N+]=[N-])=C2[N+]([O-])=O)N=C2N=[N+]=[N-],400.15,10.1039/c6ta03536a
entry924,"1-(2-(3,5-diazido-4-nitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C=C2[N+]([O-])=O)N=C2[N+]([O-])=O,505.15,10.1039/c6ta03536a
entry925,"1-(2-(3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN(C([N+]([O-])=O)=C2[N+]([O-])=O)N=C2[N+]([O-])=O,408.15,10.1039/c6ta02387h
entry926,"1-(2-(3,4,5-trinitro-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",IC1=C(I)C(I)=NN1CCN2C(N)=NN=N2,520.45,10.1002/chem.201704798
entry927,"1-(2-(3,4,5-triiodo-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN2N=C(I)C(I)=C2I,520.45,10.1016/j.cej.2018.06.056
entry928,"1-(2-(3,4,5-triiodo-1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine",IC1=C(I)N=C(I)N1CCN2C(N)=NN=N2,459.35,10.1002/chem.201704798
entry929,"1-(2-(2,4,5-triiodo-1H-imidazol-1-yl)ethyl)-1H-tetrazol-5-amine",NC1=NN=NN1CCN2N=CC=C2,527.15,10.1039/c6ta02387h
entry930,1-(2-(1H-pyrazol-1-yl)ethyl)-1H-tetrazol-5-amine,N/C(NC(N)=O)=C([N+]([O-])=O)\[N+]([O-])=O,482.15,10.1021/acs.jpca.7b01742
entry931,"1-(1-amino-2,2-dinitrovinyl)urea",N/C(N1C(C)(O)CC(C)=N1)=C([N+]([O-])=O)/[N+]([O-])=O,436.41,10.1007/s10593-017-2113-x
entry932,"1-(1-amino-2,2-dinitrovinyl)-3,5-dimethyl-4,5-dihydro-1H-pyrazol-5-ol",NC1=NC([N+]([O-])=O)=NN1CC2=NN=NN2,515.15,10.1039/d0dt02223c
entry933,"1-((1H-tetrazol-5-yl)methyl)-3-nitro-1H-1,2,4-triazol-5-amine",NC1=C([N+]([O-])=O)N(CC2=NN=NN2)N=C1[N+]([O-])=O,481.15,10.1002/chem.201700786
entry934,"1-((1H-tetrazol-5-yl)methyl)-3,5-dinitro-1H-pyrazol-4-amine",NC1=NN=NN1CC2=NN=NN2,490.15,10.1039/c7ta05394k
entry935,1-((1H-tetrazol-5-yl)methyl)-1H-tetrazol-5-amine,O=[N+](OCCC1=CC(C2=NOC(CCO[N+]([O-])=O)=C2)=NO1)[O-],473.65,10.1002/prep.201800315
entry936,"[3,3'-biisoxazole]-5,5'-diylbis(methylene) dinitrate",NC1=NON=C1/C(N)=N/N,471.55,10.1039/c9ra09555a
entry937,"[3,3'-biisoxazole]-5,5'-diylbis(methylene) dinitrate",O=C(N1)ON=C1/N=N\C(N2)=NOC2=O,396.15,10.1039/c4ra10821c
entry938,"[3,3'-biisoxazole]-5,5'-diylbis(ethane-2,1-diyl) dinitrate",O=[N+](OCCC1=C(CCO[N+]([O-])=O)C(C2=NOC(CCO[N+]([O-])=O)=C2CCO[N+]([O-])=O)=NO1)[O-],461.45,10.1002/prep.201800315
entry939,"[3,3'-biisoxazole]-4,4',5,5'-tetrayltetrakis(methylene) tetranitrate",O=C1ON=C(N=NC2=NOC(N2)=O)N1,400.4,10.11943/CJEM2018278
entry940,"[3,3'-biisoxazole]-4,4',5,5'-tetrayltetrakis(ethane-2,1-diyl) tetranitrate",[O-][N+]1=NC=NN2C1=NN=C2,493.15,10.1016/j.cej.2020.124027
entry941,"[3,3'-bi(1,2,4-oxadiazole)]-5,5'-diylbis(methylene) dinitrate",O=[N+](OCC1=CC(C2=NOC(CO[N+]([O-])=O)=C2)=NO1)[O-],462.35,10.1002/cplu.201900710
entry942,"[3,3'-bi(1,2,4-oxadiazole)]-5,5'-diylbis(methylene) dinitrate",O=[N+](OCC1=CC(C2=NOC(CO[N+]([O-])=O)=C2)=NO1)[O-],462.35,10.1002/cplu.201600470
entry943,"[3,3':4',3''-ter(1,2,5-oxadiazole)]-4,4''-diamine",O=[N+](NC1=NNC(CC2=NON=C2/N=N\C3=NON=C3CC4=NC(N[N+]([O-])=O)=NN4)=N1)[O-],469.45,10.1002/anie.201701659
entry944,"[2,2'-bi(1,3,4-oxadiazole)]-5,5'-diamine",O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=N2)N=C1)[O-],500.15,10.1021/acs.orglett.0c03510
entry945,"[1,2,5]oxadiazolo[3,4-b]pyrazine-5,6(4H,7H)-dione",O=C(OCC(OC(N[N+]([O-])=O)=O)C(OC(N[N+]([O-])=O)=O)COC(N[N+]([O-])=O)=O)N[N+]([O-])=O,448.15, 10.1002/zaac.202000387
entry946,"[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazine 8-oxide",O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],369.15,10.1039/c6ta03536a
entry947,"[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazine",NC1=NC(N=[N+]=[N-])=NN1C2=NN=C(N3C(N)=NC(N=[N+]=[N-])=N3)N=N2,458.85,10.1039/c7dt00935f
entry948,"[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-ol",C[C@]1(OO)OO[C@@](O)(C)CC1,404.15,10.1002/ejic.201600767
entry949,"(Z)-tris([1,2,5]oxadiazolo)[3,4-c:3',4'-e:3'',4''-g][1,2]diazocine 1,4,11-trioxide",[O-][N+]1=C(C2=NN=C(N[N+]([O-])=O)O2)C([N+]([O-])=O)=NO1,359.15,10.1016/j.enmf.2020.09.004
entry950,"(Z)-N'-hydroxy-5-nitro-1H-1,2,4-triazole-3-carbimidoyl azide",NN1C(N)=NC([N+]([O-])=O)=N1,517.15,10.1039/c3ta15057g
entry951,"(Z)-N'-hydroxy-5-(nitroamino)-1H-1,2,4-triazole-3-carbimidoyl azide",CC1=CN(N=N1)N2C(C)=NN=N2,407.95, 10.1021/acs.joc.9b00801
entry952,"(Z)-N,N'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))dinitramide",N1(/N=N/N2C=NN=C2)C=NN=C1,548.15, 10.22211/cejem/70373
entry953,"(Z)-N,N'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))dinitramide",O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3CN=[N+]=[N-])N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],452.15,10.1039/d0nj01453b
entry954,"(Z)-N,N'-((diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(1H-1,2,4-triazole-5,3-diyl))dinitramide",C1(N2C(NC3=NN=NN3C4=NNN=N4)=NN=N2)=NNN=N1,471.15, 10.1039/d1ce00674f
entry955,"(Z)-N,N'-(((diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(methylene))bis(1H-1,2,4-triazole-5,3-diyl))dinitramide",O=C(C(O1)=NN=C1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(O2)=NN=C2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,381.15,10.1002/chem.201704939
entry956,"(Z)-N-(6-methyl-2,7-dihydro-3H-[1,2,4]triazolo[4,3-b][1,2,4]triazol-3-ylidene)nitramide",NC1=NN(C(N)=C([N+]([O-])=O)N=N2)C2=C1[N+]([O-])=O,628.15, 10.1021/acsaem.9b00049
entry957,"(Z)-N-(5-nitro-1',4'-dihydro-2H,5'H-[3,3'-bi(1,2,4-triazol)]-5'-ylidene)nitramide",[N-]=[N+]=NC1=NNN=C1C2=NN=NN2,425.15,10.1039/c5dt03044g
entry958,"(Z)-N-(5-amino-1,3,4-oxadiazol-2(3H)-ylidene)nitramide",NN1N=C([N+]([O-])=O)C=N1,373.15,10.1002/open.202000053
entry959,"(Z)-N-(5-(4-nitro-1H-pyrazol-3-yl)-2,4-dihydro-3H-1,2,4-triazol-3-ylidene)nitramide",O=[N+](C1=CNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],551.15,10.1016/j.cej.2019.122331
entry960,"(Z)-N-(5-(1H-tetrazol-5-yl)-2,4-dihydro-3H-1,2,4-triazol-3-ylidene)nitramide",O=[N+](C1=NNC(C2=NN/C(N2)=N\[N+]([O-])=O)=N1)[O-],423.15,10.1039/c3dt51205c
entry961,"(Z)-N-(1-methyl-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",CN1N=NN/C1=N/[N+]([O-])=O,398.15,10.1002/zaac.200800430
entry962,"(Z)-N-(1-methyl-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",CN1C(N[N+]([O-])=O)=NC([N+]([O-])=O)=N1,381.15,10.1002/ejic.201101416
entry963,"(Z)-N-(1-(2-(3-nitro-5-(nitroamino)-1H-1,2,4-triazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=N1)[O-],454.15,10.1039/c6ta03536a
entry964,"(Z)-N-(1-(2-(3-nitro-1H-1,2,4-triazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],430.15,10.1039/c6ta03536a
entry965,"(Z)-N-(1-(2-(3,5-diiodo-4-nitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)N=NN/1)[O-],421.15,10.1039/c7nj00327g
entry966,"(Z)-N-(1-(2-(3,4-dinitro-1H-pyrazol-1-yl)ethyl)-1,4-dihydro-5H-tetrazol-5-ylidene)nitramide",O/N=C/C1=NO[N+]([O-])=C1/C=N/O,441.15,10.1002/prep.201000057
entry967,"(Z)-5-azido-N'-hydroxy-1H-1,2,4-triazole-3-carboximidamide",O=C1N=NC2=N[N+]([H])=C(N)N2[N-]1,500.15,10.1039/d1nj00924a
entry968,"(Z)-5,5'-((diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(methylene))bis(4H-1,2,4-triazole-3,4-diamine)",NC1=NOC(C2=NON=C2N)=N1,522.15, 10.1021/acs.orglett.8b03639
entry969,"(Z)-4-hydrazineyl-1,2,5-oxadiazole-3-carbohydrazonamide",[O-][N+]1=NC2=NON=C2N1,326.15,10.1021/acsaem.0c01769
entry970,"(Z)-4-amino-1,2,5-oxadiazole-3-carbohydrazonamide",O=C(OC1(CC2(OC(N[N+]([O-])=O)=O)C3)CC(C2)(OC(N[N+]([O-])=O)=O)CC3(OC(N[N+]([O-])=O)=O)C1)N[N+]([O-])=O,453.15, 10.1002/cplu.201700542
entry971,"(Z)-4,4'-(diazene-1,2-diyl)bis(N-(1,2,4,5-tetrazin-3-yl)-1,2,5-oxadiazol-3-amine)",O=[N+](C1=NNC([N+]([O-])=O)=C1CC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],535.15, 10.1021/acscentsci.9b01096
entry972,"(Z)-3,3'-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(1,2,4-oxadiazol-5(4H)-one)",N/C(NN)=C([N+]([O-])=O)\C1=NN=NN1,510.15,10.1016/j.cej.2021.128990
entry973,"(Z)-3,3'-(diazene-1,2-diyl)bis(6-amino-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazine 7-oxide)",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCN([N+]([O-])=O)CN1)[O-],409.15,10.1039/c8cc05562a
entry974,"(Z)-3,3'-(diazene-1,2-diyl)bis(1,2,4-oxadiazol-5-amine)",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC(C2=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN2)=N1)[O-],421.15,10.1039/c7nj03939e
entry975,"(Z)-3,3'-(diazene-1,2-diyl)bis(1,2,4-oxadiazol-5(4H)-one)",O=[N+](OCC1=NN=C(CO[N+]([O-])=O)N1/N=N/N2C(CO[N+]([O-])=O)=NN=C2CO[N+]([O-])=O)[O-],419.15,10.1002/chem.201500098
entry976,"(Z)-2-nitro-1-(4-nitro-1,2,5-oxadiazol-3-yl)diazene 1-oxide",[O-]/[N+](C1=NON=C1/N=N/C2=NON=C2[N+]([O-])=O)=N\[N+]([O-])=O,382.15,10.1002/slct.202003182
entry977,"(Z)-2-nitro-1-(4-((Z)-1-(4-nitro-1,2,5-oxadiazol-3-yl)-1-oxidodiazen-2-yl)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\N2N=C([N+]([O-])=O)N=C2,501.15, 10.1039/d1ra03919a
entry978,"(Z)-2-nitro-1-(4-((E)-(4-nitro-1,2,5-oxadiazol-3-yl)diazenyl)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",O=[N+](C1=NC(C2=NON=C2[N+]([O-])=O)=NN1)[O-],464.3,10.1002/chem.201801597
entry979,(Z)-2-nitro-1-(2-nitropropan-2-yl)diazene 1-oxide,O=[N+](C1=NC=CN1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],399.15,10.1002/cplu.201800305
entry980,(Z)-2-methylene-N'-nitrohydrazine-1-carboximidamide,O=[N+](OCC(O[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)CO[N+]([O-])=O)[O-],442.55,10.1016/j.tca.2013.05.032
entry981,"(Z)-2-methyl-1-(4-(nitroamino)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",O=[N+](/C([N+]([O-])=O)=C1NCOCN/1)[O-],482.35,10.1002/anie.201501973
entry982,(Z)-2-(tert-butyl)-1-(((Z)-2-nitro-1-oxidodiazen-1-yl)methyl)diazene 1-oxide,O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=CC=CC(C#N)=N1)[O-],379.15,10.3390/molecules23010002
entry983,"(Z)-2-(2,2-dinitro-1-ureidoethylidene)hydrazine-1-carboxamide",NN(C)CCN,496.15,10.1002/asia.202001084
entry984,(Z)-1-hydrazineyl-2-nitro-2-(1H-tetrazol-5-yl)ethen-1-amine,O=C1C2=CNN=C2N=[N+]([O-])N1,548.15,10.1016/j.cej.2021.129190 
entry985,"(Z)-1,2-bis(6-azido-[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-3-yl)diazene",CCOC(C1=NN=NN1CCN2C(C(OCC)=O)=NN=N2)=O,485.15,10.1002/ejoc.201201201
entry986,"(Z)-1,2-bis(4-ureido-1,2,5-oxadiazol-3-yl)diazene 1-oxide",O=[N+](/C([N+]([O-])=O)=C1NN=C(N\1)C(N/2)=NNC2=C([N+]([O-])=O)/[N+]([O-])=O)[O-],394.15, 10.1002/chem.201202483
entry987,"(Z)-1,2-bis(4-(nitroamino)-1,2,5-oxadiazol-3-yl)diazene 1-oxide",[N-]=[N+]=NC1=NC(C2=NNC(N=[N+]=[N-])=N2)=NN1,474.15, 10.1002/chem.201202483
entry988,"(Z)-1,2-bis(4-(azidomethyl)-1,2,5-oxadiazol-3-yl)diazene",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC(C2=NON=C2/N=N/C3=NON=C3C4=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN4)=N1)[O-],417.15,10.1039/c9nj01065c
entry989,"(Z)-1,2-bis(2-methyl-2H-tetrazol-5-yl)diazene 1-oxide",[O-]/[N+](C1=NN(CCO[N+]([O-])=O)N=N1)=N\C2=NN(CCO[N+]([O-])=O)N=N2,448.15, 10.1039/c7nj02724a
entry990,"(Z)-1,2-bis(2-(cyanomethyl)-2H-tetrazol-5-yl)diazene 1-oxide",O=C(OCC(CN=[N+]=[N-])(CN=[N+]=[N-])COC(CC)=O)CC,500.15,10.1002/prep.201600066 
entry991,"(Z)-1,2-bis(2-(2-azidoethyl)-2H-tetrazol-5-yl)diazene 1-oxide",O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)N=N2)N=N1)[O-],323.15, 10.22211/cejem/70373
entry992,"(Z)-1,2-bis(2-(2-(nitrooxy)ethyl)-2H-tetrazol-5-yl)diazene 1-oxide",[O-]/[N+](C1=NN(CCN=[N+]=[N-])N=N1)=N\C2=NN(CCN=[N+]=[N-])N=N2,462.15, 10.1039/c7nj02724a
entry993,"(Z)-1,2-bis([1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-3-yl)diazene",[O-][N+](C1=C([N+]([O-])=O)C=NN1)=NC2=NNC=C2[N+]([O-])=O,512.15, 10.1039/D1DT03357C
entry994,"(Z)-1-(4-nitro-1,2,5-oxadiazol-3-yl)-2-(3-nitro-1H-1,2,4-triazol-1-yl)diazene 1-oxide",O=[N+](C1=NON=C1C2=NN=NN2)[O-],488.15,10.1016/j.molstruc.2019.127358
entry995,"(Z)-1-(4-amino-7-nitro-[1,2,4]triazolo[5,1-c][1,2,4]triazin-3-yl)-2-nitrodiazene 1-oxide",NC1=C(C2=NN=NN2)N=NC3=NC([N+]([O-])=O)=NN31,454.15,10.1039/c9cc01777a
entry996,"(Z)-1-(4-amino-1,2,5-oxadiazol-3-yl)-2-(3-nitro-1H-1,2,4-triazol-1-yl)diazene 1-oxide",NC1=NON=C1C2=NN=C(C[N+]([O-])=O)O2,457.85,10.1016/j.cej.2021.132503
entry997,"(Z)-(diazene-1,2-diylbis(1,2,5-oxadiazole-4,3-diyl))bis(methylene) dinitrate",[O-][N+]1=C(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(C3=NON=C3N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,381.75,10.1002/slct.201601656
entry998,(S)-2-amino-3-(4-azidophenyl)propanoic acid,[N-]=[N+]=NC1=NNN=C1[N+]([O-])=O,422.15,10.1039/c2ta00136e
entry999,"(oxalylbis(azanediyl))bis(ethane-2,1-diyl) dinitrate",CN1N=C(N=N1)/N=N/NC2=NN(C)N=N2,456.15,10.1016/j.poly.2008.09.015
entry1000,"(oxalylbis(azanediyl))bis(ethane-2,1-diyl) bis(nitrocarbamate)",OC(CN([N+]([O-])=O)C(C(N([N+]([O-])=O)CC(O)=O)=O)=O)=O,405.15,10.1002/slct.202102271
